Entry	Action	User Name	Updated Date
杀性	Updated	hoannk	2013-08-18 09:10:28.814+07:00
自立门户	Added	hoannk	2013-08-18 09:11:33.215+07:00
香火	Updated	hoannk	2013-08-18 09:14:10.137+07:00
中灵	Deleted	hoannk	2013-08-18 09:14:32.211+07:00
轻云	Deleted	hoannk	2013-08-18 09:14:51.059+07:00
滴血	Deleted	hoannk	2013-08-18 09:15:00.760+07:00
皇子	Updated	hoannk	2013-08-18 09:15:58.697+07:00
正统	Updated	hoannk	2013-08-18 09:16:22.424+07:00
侍女	Updated	hoannk	2013-08-18 09:16:38.780+07:00
诸子	Deleted	hoannk	2013-08-18 09:17:31.910+07:00
气度	Deleted	hoannk	2013-08-18 09:18:07.299+07:00
不凡	Deleted	hoannk	2013-08-18 09:18:19.541+07:00
心眼	Added	hoannk	2013-08-18 09:18:46.119+07:00
至暗	Deleted	hoannk	2013-08-18 09:19:14.233+07:00
张琴	Deleted	hoannk	2013-08-18 09:19:30.314+07:00
上造	Deleted	hoannk	2013-08-18 09:19:49.886+07:00
金水河	Deleted	hoannk	2013-08-18 09:21:48.447+07:00
白衣女子	Deleted	hoannk	2013-08-18 09:22:00.168+07:00
端庄	Added	hoannk	2013-08-18 09:22:32.559+07:00
诗词	Deleted	hoannk	2013-08-18 09:22:45.560+07:00
娘子	Updated	hoannk	2013-08-18 09:23:30.375+07:00
艳名	Updated	hoannk	2013-08-18 09:23:52.643+07:00
妩媚	Updated	hoannk	2013-08-18 09:24:04.893+07:00
风流才子	Deleted	hoannk	2013-08-18 09:24:19.918+07:00
风流	Updated	hoannk	2013-08-18 09:24:46.056+07:00
才子	Deleted	hoannk	2013-08-18 09:25:03.320+07:00
神魂颠倒	Added	hoannk	2013-08-18 09:25:45.431+07:00
快活	Added	hoannk	2013-08-18 09:26:55.670+07:00
怪异	Updated	hoannk	2013-08-18 09:28:50.067+07:00
银两	Updated	hoannk	2013-08-18 09:30:05.535+07:00
神医	Updated	hoannk	2013-08-18 09:30:23.882+07:00
医术	Deleted	hoannk	2013-08-18 09:31:35.755+07:00
其人	Deleted	hoannk	2013-08-18 09:32:00.910+07:00
销魂	Updated	hoannk	2013-08-18 09:32:49.905+07:00
屠宰	Added	hoannk	2013-08-18 09:39:09.865+07:00
红火	Added	hoannk	2013-08-18 09:40:42.689+07:00
更加红火	Added	hoannk	2013-08-18 09:39:53.594+07:00
大体	Added	hoannk	2013-08-18 09:40:18.409+07:00
灾难	Deleted	hoannk	2013-08-18 09:41:03.312+07:00
天听	Deleted	hoannk	2013-08-18 09:41:16.935+07:00
口风	Added	hoannk	2013-08-18 09:41:53.194+07:00
正一	Deleted	hoannk	2013-08-18 09:42:11.435+07:00
阴天	Updated	hoannk	2013-08-18 09:43:03.292+07:00
金兵	Updated	hoannk	2013-08-18 09:43:36.088+07:00
四面八方	Added	hoannk	2013-08-18 09:44:55.982+07:00
金钱猪尾巴	Added	hoannk	2013-08-18 09:45:19.773+07:00
大枪	Updated	hoannk	2013-08-18 09:46:08.207+07:00
清醒	Deleted	hoannk	2013-08-18 09:47:08.907+07:00
六叔	Deleted	hoannk	2013-08-18 09:47:51.524+07:00
用品	Deleted	hoannk	2013-08-18 09:48:37.046+07:00
古籍	Updated	hoannk	2013-08-18 09:54:35.221+07:00
白牙	Deleted	hoannk	2013-08-18 09:55:03.588+07:00
号钟	Added	hoannk	2013-08-18 09:56:13.399+07:00
周代	Deleted	hoannk	2013-08-18 09:56:27.179+07:00
绕梁	Added	hoannk	2013-08-18 09:57:29.311+07:00
缥缈	Updated	hoannk	2013-08-18 09:58:03.125+07:00
无功不受禄	Added	hoannk	2013-08-18 09:59:25.993+07:00
书籍	Updated	hoannk	2013-08-18 10:05:54.800+07:00
印刷	Updated	hoannk	2013-08-18 10:06:06.273+07:00
世人	Deleted	hoannk	2013-08-18 10:06:38.014+07:00
道宗	Deleted	hoannk	2013-08-18 10:08:11.490+07:00
阅兵	Deleted	hoannk	2013-08-18 10:09:04.017+07:00
小娘皮	Updated	hoannk	2013-08-18 10:10:15.522+07:00
邋遢	Added	hoannk	2013-08-18 10:10:34.352+07:00
知客僧	Added	hoannk	2013-08-18 10:11:40.491+07:00
杨金莲	Added	hoannk	2013-08-18 10:16:51.611+07:00
戾气	Updated	hoannk	2013-08-18 10:19:31.626+07:00
神威	Deleted	hoannk	2013-08-18 10:20:10.744+07:00
蒋门神	Added	hoannk	2013-08-18 10:20:36.084+07:00
极盛	Updated	hoannk	2013-08-18 10:21:51.209+07:00
司明	Deleted	hoannk	2013-08-18 10:22:18.514+07:00
朝堂	Added	hoannk	2013-08-18 10:22:44.940+07:00
白气	Deleted	hoannk	2013-08-26 20:32:53.380+07:00
宫殿群	Updated	hoannk	2013-08-26 20:34:03.938+07:00
端敬	Added	hoannk	2013-08-26 20:34:38.532+07:00
劲气	Deleted	hoannk	2013-08-26 20:36:27.213+07:00
威仪	Deleted	hoannk	2013-08-26 20:36:53.234+07:00
求道	Deleted	hoannk	2013-08-26 20:37:14.063+07:00
前殿	Deleted	hoannk	2013-08-26 20:41:31.186+07:00
本朝	Deleted	hoannk	2013-08-26 20:42:01.236+07:00
太监	Deleted	hoannk	2013-08-26 20:43:03.859+07:00
本将	Deleted	hoannk	2013-08-26 20:43:36.614+07:00
老黄	Deleted	hoannk	2013-08-26 20:44:29.650+07:00
练刀	Deleted	hoannk	2013-08-26 20:44:44.674+07:00
北角	Deleted	hoannk	2013-08-26 20:46:04.902+07:00
武艺	Deleted	hoannk	2013-08-26 20:46:32.126+07:00
练身	Deleted	hoannk	2013-08-26 20:46:51.324+07:00
二哥	Deleted	hoannk	2013-08-26 20:47:47.100+07:00
卧槽	Added	hoannk	2013-08-26 20:49:19.586+07:00
卧槽泥马	Added	hoannk	2013-08-26 20:49:35.755+07:00
九月	Deleted	hoannk	2013-08-26 20:49:57.890+07:00
灭亡	Deleted	hoannk	2013-08-26 20:50:29.742+07:00
民夫	Deleted	hoannk	2013-08-26 20:54:13.905+07:00
克西	Deleted	hoannk	2013-08-26 20:54:49.399+07:00
米脂	Added	hoannk	2013-08-26 20:55:09.075+07:00
死囚	Deleted	hoannk	2013-08-26 20:55:41.067+07:00
最高院	Added	hoannk	2013-08-26 20:56:30.004+07:00
大难	Updated	hoannk	2013-08-26 20:57:04.642+07:00
象皇	Deleted	hoannk	2013-08-26 20:57:58.301+07:00
仇深	Deleted	hoannk	2013-08-26 20:58:08.205+07:00
子将	Deleted	hoannk	2013-08-26 20:58:42.676+07:00
周后	Deleted	hoannk	2014-04-24 16:03:35.775+07:00
锻炼	Added	hoannk	2013-08-26 20:59:30.698+07:00
历代	Updated	hoannk	2013-08-26 21:00:26.631+07:00
内监	Added	hoannk	2013-08-27 08:57:37.608+07:00
国力	Updated	hoannk	2013-08-27 09:10:08.904+07:00
造反	Deleted	hoannk	2013-08-27 09:10:41.730+07:00
老翁	Deleted	hoannk	2013-08-27 09:10:48.457+07:00
凌迟	Deleted	hoannk	2013-08-27 09:11:24.998+07:00
妻妾	Deleted	hoannk	2013-08-27 09:11:35.007+07:00
亡国	Deleted	hoannk	2013-08-27 09:12:41.083+07:00
帝王家	Updated	hoannk	2013-09-12 11:03:40.762+07:00
内廷	Added	hoannk	2013-08-27 09:14:35.336+07:00
至阳	Updated	hoannk	2013-08-27 09:17:11.856+07:00
至刚	Updated	hoannk	2013-08-27 09:17:21.257+07:00
武官	Updated	hoannk	2013-08-27 09:17:34.870+07:00
奴才	Updated	hoannk	2013-08-27 09:17:43.715+07:00
健身	Deleted	hoannk	2013-08-27 09:18:53.948+07:00
锦衣玉食	Updated	hoannk	2013-08-27 09:19:51.896+07:00
骑术	Updated	hoannk	2013-08-27 09:20:19.831+07:00
射术	Added	hoannk	2013-08-27 09:20:48.423+07:00
冷兵器	Added	hoannk	2013-08-27 09:23:42.068+07:00
将领	Updated	hoannk	2013-08-27 09:24:08.491+07:00
机动	Updated	hoannk	2013-08-27 09:24:19.132+07:00
弓箭	Deleted	hoannk	2013-08-27 09:24:41.253+07:00
小四	Deleted	hoannk	2013-08-27 09:25:03.591+07:00
气质	Deleted	hoannk	2013-08-27 09:25:20.425+07:00
高强	Deleted	hoannk	2013-08-27 09:25:28.635+07:00
军人	Deleted	hoannk	2013-08-27 09:25:46.887+07:00
野战	Deleted	hoannk	2013-08-27 09:28:46.073+07:00
文人	Deleted	hoannk	2013-08-27 09:28:57.023+07:00
军将	Updated	hoannk	2013-08-27 09:29:29.084+07:00
立国	Updated	hoannk	2013-08-27 09:30:08.658+07:00
无影无踪	Updated	hoannk	2013-08-27 09:31:47.806+07:00
老奴	Deleted	hoannk	2013-08-27 09:31:57.145+07:00
努儿哈赤	Added	hoannk	2013-08-27 09:32:04.644+07:00
青袍	Updated	hoannk	2013-08-27 09:33:37.521+07:00
绿袍	Updated	hoannk	2013-08-27 09:33:56.381+07:00
第一人	Updated	hoannk	2013-08-27 09:36:34.256+07:00
史书	Deleted	hoannk	2013-08-27 09:37:16.385+07:00
内书堂	Added	hoannk	2013-08-27 09:38:02.398+07:00
大动作	Deleted	hoannk	2013-08-27 09:38:43.370+07:00
前朝	Added	hoannk	2013-08-27 09:39:04.831+07:00
诗人	Added	hoannk	2013-08-27 09:39:54.473+07:00
王铎	Added	hoannk	2013-08-27 09:40:06.174+07:00
昆山人	Deleted	hoannk	2013-08-27 09:44:04.835+07:00
昆山	Added	hoannk	2013-08-27 09:44:10.989+07:00
集团	Deleted	hoannk	2013-08-27 09:46:08.514+07:00
文官	Updated	hoannk	2013-08-27 09:46:23.475+07:00
皇权	Updated	hoannk	2013-08-27 09:46:44.907+07:00
大敌	Deleted	hoannk	2013-08-27 09:49:18.858+07:00
荣辱	Deleted	hoannk	2013-08-27 09:49:30.369+07:00
国事	Deleted	hoannk	2013-08-27 09:49:40.592+07:00
体制	Deleted	hoannk	2013-08-27 09:50:23.137+07:00
男儿	Deleted	hoannk	2013-08-27 09:51:48.121+07:00
废物	Deleted	hoannk	2013-08-27 09:51:56.496+07:00
书生	Added	hoannk	2013-08-27 09:52:20.178+07:00
言官	Added	hoannk	2013-08-27 09:52:59.448+07:00
权位	Deleted	hoannk	2013-08-27 09:53:28.196+07:00
荣华	Deleted	hoannk	2013-08-27 09:55:37.137+07:00
议事	Deleted	hoannk	2013-08-27 09:55:50.933+07:00
老爷	Updated	hoannk	2013-08-27 09:56:06.065+07:00
司礼监	Updated	hoannk	2013-08-27 09:59:51.317+07:00
权势	Deleted	hoannk	2013-08-27 10:00:19.539+07:00
斗鸡	Updated	hoannk	2013-08-27 10:00:36.306+07:00
奴婢	Updated	hoannk	2013-08-27 10:00:59.086+07:00
阴狠	Updated	hoannk	2013-08-27 10:02:14.362+07:00
下朝	Added	hoannk	2013-08-27 10:03:46.929+07:00
清清楚楚	Added	hoannk	2013-08-27 10:10:44.188+07:00
贪污	Deleted	hoannk	2013-08-27 10:11:27.580+07:00
武将	Added	hoannk	2013-08-27 10:12:04.512+07:00
群狼	Deleted	hoannk	2013-08-27 10:12:13.675+07:00
真真	Deleted	hoannk	2013-08-27 10:13:05.572+07:00
战心	Deleted	hoannk	2013-08-27 10:13:39.062+07:00
冤气	Updated	hoannk	2013-08-27 10:14:35.269+07:00
冲霄	Deleted	hoannk	2013-08-27 10:14:44.869+07:00
悟性	Deleted	hoannk	2013-08-27 10:15:08.025+07:00
精锐	Deleted	hoannk	2013-08-27 10:15:22.466+07:00
军民	Deleted	hoannk	2013-08-27 10:15:35.083+07:00
图安	Deleted	hoannk	2013-08-27 10:16:22.679+07:00
官位	Updated	hoannk	2013-08-27 10:17:05.482+07:00
文名	Deleted	hoannk	2013-08-27 10:17:16.521+07:00
商税	Deleted	hoannk	2013-08-27 10:17:56.834+07:00
教官	Deleted	hoannk	2013-08-27 10:18:48.490+07:00
观天	Deleted	hoannk	2013-08-27 10:20:51.569+07:00
绝望	Deleted	hoannk	2013-08-27 10:21:08.272+07:00
天怒	Deleted	hoannk	2013-08-27 10:21:23.845+07:00
出关	Deleted	hoannk	2013-08-27 10:24:03.796+07:00
的好汉	Deleted	hoannk	2013-08-27 10:28:12.184+07:00
平心	Updated	hoannk	2013-08-27 10:30:02.761+07:00
静气	Updated	hoannk	2013-08-27 10:30:12.111+07:00
官兵	Deleted	hoannk	2013-08-27 10:35:47.061+07:00
光明正大	Updated	hoannk	2013-08-27 10:36:00.582+07:00
成武	Deleted	hoannk	2013-08-27 10:36:31.821+07:00
部下	Deleted	hoannk	2013-08-27 10:37:17.404+07:00
物质	Deleted	hoannk	2013-08-27 10:37:22.794+07:00
军士	Deleted	hoannk	2013-08-27 10:37:47.394+07:00
军服	Updated	hoannk	2013-08-27 10:38:00.638+07:00
战马	Deleted	hoannk	2013-08-27 10:38:24.003+07:00
百骑	Deleted	hoannk	2013-08-27 10:38:42.799+07:00
归心	Added	hoannk	2013-08-27 10:39:06.660+07:00
骑兵	Deleted	hoannk	2013-08-27 10:43:05.480+07:00
内帑	Added	hoannk	2013-08-27 10:44:57.868+07:00
罗一	Deleted	hoannk	2013-08-27 10:45:10.113+07:00
中策	Deleted	hoannk	2013-08-27 10:45:42.216+07:00
供奉	Deleted	hoannk	2013-08-27 10:46:19.804+07:00
新君	Added	hoannk	2013-08-27 10:46:33.085+07:00
于忠	Deleted	hoannk	2013-08-27 10:46:46.230+07:00
大帝国	Deleted	hoannk	2013-08-27 10:47:11.999+07:00
大帝	Deleted	hoannk	2013-08-27 10:47:19.929+07:00
心如	Deleted	hoannk	2013-08-27 10:47:38.998+07:00
初八	Deleted	hoannk	2013-08-27 10:48:24.473+07:00
全军	Deleted	hoannk	2013-08-27 10:48:32.388+07:00
千人	Deleted	hoannk	2013-08-27 10:48:42.277+07:00
飘飘	Deleted	hoannk	2013-08-27 10:48:51.800+07:00
铁枪	Added	hoannk	2013-08-27 10:49:14.487+07:00
长矛	Updated	hoannk	2013-08-27 10:49:24.007+07:00
军心	Updated	hoannk	2013-08-27 10:50:09.074+07:00
傲气	Deleted	hoannk	2013-08-27 10:50:35.843+07:00
谋国	Deleted	hoannk	2013-08-27 10:50:43.311+07:00
农民	Deleted	hoannk	2013-08-27 10:50:55.646+07:00
民军	Deleted	hoannk	2013-08-27 10:51:01.184+07:00
强敌	Updated	hoannk	2013-08-27 10:51:13.598+07:00
劲敌	Updated	hoannk	2013-08-27 10:51:33.034+07:00
别部	Deleted	hoannk	2013-08-27 10:51:53.922+07:00
胆气	Deleted	hoannk	2013-08-27 10:52:01.800+07:00
新军	Updated	hoannk	2013-08-27 10:52:21.864+07:00
残兵	Updated	hoannk	2013-08-27 10:52:37.893+07:00
信义	Deleted	hoannk	2013-08-27 10:53:41.351+07:00
战略	Deleted	hoannk	2013-08-27 10:55:53.850+07:00
南归	Deleted	hoannk	2013-08-27 10:56:52.849+07:00
凡品	Deleted	hoannk	2013-08-27 10:58:31.360+07:00
李恭	Added	hoannk	2013-08-27 11:03:30.463+07:00
食客	Deleted	hoannk	2013-08-27 11:04:03.272+07:00
冲阵	Deleted	hoannk	2013-08-27 11:05:59.636+07:00
干将	Updated	hoannk	2013-08-27 11:06:28.002+07:00
升官	Deleted	hoannk	2013-08-27 11:06:35.683+07:00
奏章	Added	hoannk	2013-08-27 11:07:22.567+07:00
前传	Deleted	hoannk	2013-08-27 11:07:48.549+07:00
公文	Updated	hoannk	2013-08-27 11:10:20.472+07:00
本我	Deleted	hoannk	2013-08-27 11:11:09.595+07:00
无义	Deleted	hoannk	2013-08-27 11:11:37.747+07:00
朝都	Deleted	hoannk	2013-08-27 11:12:12.195+07:00
忠义	Deleted	hoannk	2013-08-27 11:13:18.628+07:00
老都	Deleted	hoannk	2013-08-27 20:35:47.596+07:00
弟弟	Deleted	hoannk	2013-08-27 20:36:08.395+07:00
时势	Deleted	hoannk	2013-08-27 20:37:01.284+07:00
能臣	Deleted	hoannk	2013-08-27 20:39:39.445+07:00
经世	Deleted	hoannk	2013-08-27 20:39:55.531+07:00
腐儒	Deleted	hoannk	2013-08-27 20:40:06.654+07:00
护卫	Deleted	hoannk	2013-08-27 20:40:55.027+07:00
京都	Added	hoannk	2013-08-27 21:14:04.532+07:00
诸臣	Deleted	hoannk	2013-08-27 21:15:02.397+07:00
天人	Deleted	hoannk	2013-08-27 21:15:58.784+07:00
合力	Deleted	hoannk	2013-08-27 21:16:54.459+07:00
军务	Deleted	hoannk	2013-08-27 21:17:15.569+07:00
重臣	Updated	hoannk	2013-08-27 21:17:33.950+07:00
诸皇	Deleted	hoannk	2013-08-27 21:18:37.754+07:00
京师	Deleted	hoannk	2013-08-27 21:18:48.885+07:00
多吉	Deleted	hoannk	2013-08-27 21:19:03.410+07:00
内乱	Deleted	hoannk	2013-08-27 21:19:18.047+07:00
血统	Added	hoannk	2013-08-27 21:20:15.503+07:00
有心人	Updated	hoannk	2013-08-27 21:20:39.912+07:00
诸公	Deleted	hoannk	2013-08-27 21:20:55.769+07:00
统治	Deleted	hoannk	2013-08-27 21:21:14.948+07:00
时辰	Deleted	hoannk	2013-08-27 21:21:46.813+07:00
路振飞	Added	hoannk	2013-08-27 21:22:14.283+07:00
正经	Deleted	hoannk	2013-08-27 21:23:58.058+07:00
老者	Deleted	hoannk	2013-08-27 21:26:38.882+07:00
不孝	Deleted	hoannk	2013-08-27 21:28:01.416+07:00
主位	Updated	hoannk	2013-08-27 21:30:02.706+07:00
盖天	Deleted	hoannk	2013-08-27 21:30:17.183+07:00
门生	Added	hoannk	2013-08-27 21:30:44.936+07:00
操守	Deleted	hoannk	2013-08-27 21:30:57.057+07:00
任水	Deleted	hoannk	2013-08-27 21:31:25.716+07:00
诏令	Deleted	hoannk	2013-08-27 21:31:57.832+07:00
内斗	Updated	hoannk	2013-08-27 21:33:26.967+07:00
人皇	Deleted	hoannk	2013-08-27 21:38:39.988+07:00
张皇	Deleted	hoannk	2013-08-28 14:57:01.642+07:00
天数	Deleted	hoannk	2013-08-28 14:57:36.931+07:00
王家彦	Added	hoannk	2013-08-28 14:57:49.061+07:00
暗道	Deleted	hoannk	2013-08-28 14:59:11.698+07:00
群臣	Updated	hoannk	2013-08-28 14:59:49.222+07:00
执政	Updated	hoannk	2013-08-28 15:00:12.837+07:00
军事	Updated	hoannk	2013-08-28 15:00:35.684+07:00
监国	Updated	hoannk	2013-08-28 15:01:06.043+07:00
宗法	Deleted	hoannk	2013-08-28 15:01:18.450+07:00
道清	Deleted	hoannk	2013-08-28 15:02:07.966+07:00
亡天	Deleted	hoannk	2013-08-28 15:02:47.354+07:00
屠城	Updated	hoannk	2013-08-28 15:03:07.118+07:00
祖宗	Deleted	hoannk	2013-08-28 15:03:26.789+07:00
战事	Deleted	hoannk	2013-08-28 15:03:53.284+07:00
张扬	Deleted	hoannk	2013-08-28 15:04:24.095+07:00
朱慈恨	Added	hoannk	2013-08-28 15:04:31.146+07:00
领军	Deleted	hoannk	2013-08-28 15:04:48.418+07:00
奇才	Deleted	hoannk	2013-08-28 15:05:01.377+07:00
舆论	Deleted	hoannk	2013-08-28 15:05:18.990+07:00
安定	Deleted	hoannk	2013-08-28 15:06:52.445+07:00
庄严	Deleted	hoannk	2013-08-28 15:07:56.966+07:00
无回	Deleted	hoannk	2013-08-28 15:09:37.655+07:00
演技	Updated	hoannk	2013-08-30 08:14:02.600+07:00
奥术师	Added	hoannk	2013-08-30 08:15:01.276+07:00
假设	Deleted	hoannk	2013-08-30 08:18:10.308+07:00
中非	Deleted	hoannk	2013-08-30 08:23:58.442+07:00
战力	Deleted	hoannk	2013-08-30 08:24:33.048+07:00
众将	Deleted	hoannk	2013-08-30 08:24:54.533+07:00
斗力	Deleted	hoannk	2013-08-30 08:25:09.256+07:00
福气	Deleted	hoannk	2013-08-30 08:39:42.767+07:00
妖怪	Updated	hoannk	2013-08-30 08:39:54.115+07:00
无心	Deleted	hoannk	2013-08-30 08:41:46.889+07:00
海里	Deleted	hoannk	2013-09-04 13:26:40.757+07:00
绝美	Updated	hoannk	2013-09-04 13:26:53.966+07:00
如花	Deleted	hoannk	2013-09-04 13:26:59.842+07:00
恋人	Deleted	hoannk	2013-09-04 13:28:06.680+07:00
传媒	Updated	hoannk	2013-09-04 13:30:03.716+07:00
感染	Deleted	hoannk	2013-09-04 13:31:03.511+07:00
职业联赛	Updated	hoannk	2013-09-04 13:32:17.994+07:00
左边前卫	Updated	hoannk	2013-09-04 13:34:14.692+07:00
留都	Deleted	hoannk	2013-09-04 13:35:07.885+07:00
小混蛋	Updated	hoannk	2013-09-04 13:36:52.780+07:00
小怪	Deleted	hoannk	2013-09-04 13:37:41.951+07:00
引力	Deleted	hoannk	2013-09-04 13:38:10.324+07:00
大投资	Deleted	hoannk	2013-09-04 13:38:39.161+07:00
吉凶	Updated	hoannk	2013-09-04 13:39:47.910+07:00
西山	Added	hoannk	2014-03-04 15:41:59.360+07:00
大原	Deleted	hoannk	2013-09-04 13:45:33.624+07:00
滑铁卢	Added	hoannk	2013-09-04 14:19:13.590+07:00
大动乱	Deleted	hoannk	2013-09-10 16:01:17.014+07:00
大权	Updated	hoannk	2013-09-10 16:01:42.267+07:00
外传	Deleted	hoannk	2013-09-10 16:02:12.812+07:00
道消	Deleted	hoannk	2013-09-10 16:02:35.716+07:00
虚名	Deleted	hoannk	2013-09-10 16:06:44.876+07:00
将士	Updated	hoannk	2013-09-10 16:07:20.516+07:00
尹旭	Added	hoannk	2013-09-10 16:08:41.332+07:00
前线	Deleted	hoannk	2013-09-10 16:10:10.970+07:00
防务	Updated	hoannk	2013-09-10 16:10:37.438+07:00
臣民	Deleted	hoannk	2013-09-10 16:10:51.605+07:00
大戏	Updated	hoannk	2013-09-10 16:11:12.202+07:00
次将	Deleted	hoannk	2013-09-10 16:12:17.612+07:00
番汉	Deleted	hoannk	2013-09-10 16:13:28.125+07:00
威势	Deleted	hoannk	2013-09-10 16:13:50.869+07:00
平原	Updated	hoannk	2013-09-10 16:14:01.903+07:00
梦魇	Deleted	hoannk	2013-09-10 16:14:20.032+07:00
城池	Deleted	hoannk	2013-09-10 16:16:38.433+07:00
赵地	Deleted	hoannk	2013-09-10 16:16:52.489+07:00
怨恨	Deleted	hoannk	2013-09-10 16:17:12.199+07:00
医药	Updated	hoannk	2013-09-10 16:45:01.467+07:00
宝剑	Deleted	hoannk	2013-09-10 16:45:23.542+07:00
朝代	Updated	hoannk	2013-09-10 16:46:20.937+07:00
高易	Added	hoannk	2013-09-10 16:46:59.830+07:00
掩日	Added	hoannk	2013-09-10 16:47:37.866+07:00
精品	Updated	hoannk	2013-09-10 16:48:31.005+07:00
名垂青史	Added	hoannk	2013-09-10 16:49:08.592+07:00
多神	Deleted	hoannk	2013-09-10 16:49:19.912+07:00
工匠	Updated	hoannk	2013-09-10 16:49:35.727+07:00
母女	Deleted	hoannk	2013-09-10 16:49:54.031+07:00
紫衣	Added	hoannk	2013-09-10 16:50:50.013+07:00
祸国殃民	Updated	hoannk	2013-09-10 16:51:14.127+07:00
权倾天下	Updated	hoannk	2013-09-10 16:51:48.444+07:00
赵	Added	hoannk	2013-09-10 16:51:55.284+07:00
不舍	Updated	hoannk	2013-09-10 16:52:08.595+07:00
机遇	Updated	hoannk	2013-09-10 16:52:26.890+07:00
丞相	Updated	hoannk	2013-09-10 16:53:48.259+07:00
政事	Added	hoannk	2013-09-10 16:54:40.139+07:00
兄长	Updated	hoannk	2013-09-10 16:55:07.316+07:00
诗曼	Added	hoannk	2013-09-10 16:55:27.491+07:00
公主	Deleted	hoannk	2013-09-10 16:55:39.387+07:00
子家	Deleted	hoannk	2013-09-10 16:56:12.506+07:00
陛下	Deleted	hoannk	2013-09-10 16:56:24.383+07:00
是!	Deleted	hoannk	2013-09-10 16:57:36.060+07:00
子婴	Added	hoannk	2013-09-10 16:58:08.773+07:00
有线	Deleted	hoannk	2013-09-10 16:58:36.247+07:00
大舅哥	Updated	hoannk	2013-09-10 16:58:51.714+07:00
兄妹	Deleted	hoannk	2013-09-10 16:59:01.854+07:00
亲舅舅	Deleted	hoannk	2013-09-10 16:59:10.288+07:00
舅舅	Deleted	hoannk	2013-09-10 16:59:28.806+07:00
口碑	Updated	hoannk	2013-09-10 17:00:19.787+07:00
外甥	Deleted	hoannk	2013-09-10 17:00:44.686+07:00
岳父	Deleted	hoannk	2013-09-10 17:01:23.453+07:00
女婿	Updated	hoannk	2013-09-10 17:01:35.557+07:00
风尘仆仆	Added	hoannk	2013-09-10 17:01:58.223+07:00
范文轩	Added	hoannk	2013-09-10 17:02:47.318+07:00
彭蠡泽	Added	hoannk	2013-09-10 17:03:02.323+07:00
盗匪	Updated	hoannk	2013-09-10 17:03:16.374+07:00
乌合之众	Added	hoannk	2013-09-10 17:03:57.681+07:00
大火	Deleted	hoannk	2013-09-10 17:04:20.817+07:00
西拉	Deleted	hoannk	2013-09-10 17:05:06.248+07:00
县衙	Updated	hoannk	2013-09-10 17:21:57.492+07:00
士卒	Updated	hoannk	2013-09-10 17:22:50.295+07:00
任为	Deleted	hoannk	2013-09-10 17:23:32.383+07:00
长子	Updated	hoannk	2013-09-10 17:24:15.785+07:00
赋税	Updated	hoannk	2013-09-10 17:24:47.095+07:00
安居乐业	Updated	hoannk	2013-09-10 17:25:35.480+07:00
调兵	Updated	hoannk	2013-09-10 17:25:24.521+07:00
番邑	Added	hoannk	2013-09-10 17:25:59.375+07:00
粮饷	Updated	hoannk	2013-09-10 17:26:13.040+07:00
为父	Deleted	hoannk	2013-09-10 17:26:21.168+07:00
水天	Deleted	hoannk	2013-09-10 17:26:41.985+07:00
天相	Deleted	hoannk	2013-09-10 17:26:52.818+07:00
祖上	Deleted	hoannk	2013-09-10 17:27:24.995+07:00
辛刚	Added	hoannk	2013-09-10 17:27:49.870+07:00
亲兵	Updated	hoannk	2013-09-10 17:28:15.080+07:00
三头六臂	Updated	hoannk	2013-09-10 17:29:34.600+07:00
斥候	Updated	hoannk	2013-09-10 17:30:22.970+07:00
爹爹	Updated	hoannk	2013-09-10 17:30:51.594+07:00
属下	Updated	hoannk	2013-09-10 17:31:27.511+07:00
恶霸	Deleted	hoannk	2013-09-10 17:32:18.142+07:00
其弟	Deleted	hoannk	2013-09-10 17:32:53.798+07:00
乡村	Deleted	hoannk	2013-09-10 17:33:58.130+07:00
官军	Deleted	hoannk	2013-09-10 17:34:51.258+07:00
铠甲	Deleted	hoannk	2013-09-10 17:35:22.169+07:00
正规军	Deleted	hoannk	2013-09-10 17:35:50.847+07:00
中央	Updated	hoannk	2013-09-10 17:36:15.221+07:00
心道	Deleted	hoannk	2013-09-10 17:36:22.488+07:00
患难	Deleted	hoannk	2013-09-10 17:36:26.660+07:00
富贵险中求	Updated	hoannk	2013-09-10 17:36:41.147+07:00
奇谋	Updated	hoannk	2013-09-10 17:37:05.762+07:00
妙计	Updated	hoannk	2013-09-10 17:37:13.824+07:00
兵临城下	Updated	hoannk	2013-09-10 17:37:31.488+07:00
天时	Updated	hoannk	2013-09-10 17:37:48.230+07:00
地利	Updated	hoannk	2013-09-10 17:37:57.380+07:00
山川	Updated	hoannk	2013-09-10 17:38:21.965+07:00
大优势	Deleted	hoannk	2013-09-10 17:38:32.619+07:00
兵将	Updated	hoannk	2013-09-10 17:38:53.272+07:00
骄兵	Updated	hoannk	2013-09-10 17:39:03.976+07:00
老百姓	Added	hoannk	2013-09-10 17:39:29.356+07:00
大法	Deleted	hoannk	2013-09-10 17:39:57.602+07:00
德军	Deleted	hoannk	2013-09-10 17:40:25.462+07:00
兵力	Deleted	hoannk	2013-09-10 17:40:42.826+07:00
长远	Added	hoannk	2013-09-10 20:11:15.804+07:00
练手	Deleted	hoannk	2013-09-10 20:11:49.645+07:00
小礼物	Deleted	hoannk	2013-09-10 20:12:34.997+07:00
